번호,야영장명,사업주체_구분,도,시군구,주소,연락처 앞자리,연락처 중간자리,연락처 끝자리,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
1640,통제영오토캠핑장,지자체,경상남도,통영시,"경상남도 통영시 한산면 한산일주로 171, 한산도통제영테마마을",,,,0,31,0,0,0,0,5,8,0,6,9,0,0,0,0,2018-05-31,개별,"전기,무선인터넷,물놀이장,산책로,마트_편의점","산책로,낚시",0,0,0,0,일몰명소,,불가능
1641,파라독스 애견펜션 / 돔글램핑&오토캠핑장,민간,충청남도,태안군,충남 태안군 남면 마검포길162-31,,,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-27,,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","산책로,수상레저,낚시,해수욕",12,1,1,10,여름물놀이,,가능(소형견)
1642,파인 관광농원,민간,경기도,여주시,경기 여주시 가남읍 경충대로 1483-25,31,883,7103,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-04,개별,산책로,강/물놀이,0,0,0,0,,,불가능
1643,파인힐빌리지 캠핑장,민간,경기도,동두천시,경기도 동두천시 안흥로 65-42 (안흥동),,,,0,11,0,0,0,0,10,0,0,12,0,0,11,0,0,2018-04-11,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로","산책로,운동장,수영장,청소년체험시설",11,2,1,1,"봄꽃여행,걷기길",릴선,불가능
1644,팔현야영장,민간,경기도,남양주시,경기도 남양주시 오남읍 팔현로 175번길 264 ,31,575,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-20,개별,,,0,0,0,0,,,불가능
1645,펜션600 캠핑장,민간,경상북도,경주시,경북 경주시 장골길 61 (동방동),54,777,600,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2015-07-16,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,수상레저,낚시,해수욕",7,0,0,7,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1646,평화강변수목 캠핑장,민간,경기도,연천군,경기 연천군 미산면 어삼로 419,31,835,7394,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-17,개별,"전기,장작판매,온수,운동시설,마트_편의점",계곡 물놀이,50,0,0,0,여름물놀이,,불가능
1647,포천계곡캠핑장,민간,경기도,포천시,경기도 포천시 이동면 금강로 6304 ,,,,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2015-10-26,,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","계곡 물놀이,산책로",35,0,0,0,"여름물놀이,가을단풍명소",,불가능
1648,푸른고래 카라반 캠핑,민간,경상북도,포항시,경상북도 포항시 남구 장기면 동해안로 2784,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-25,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,마트_편의점","수상레저,해수욕",10,0,0,10,"일출명소,여름물놀이,걷기길",,불가능
1649,프랭클리 글램핑,민간,인천광역시,강화군,인천 강화군 선원면 선행리 492-5 번지,32,933,118,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-06,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,마트_편의점","계곡 물놀이,산책로",5,0,0,5,,,불가능
1650,피플앤독 느티캠핑장,민간,충청남도,예산군,충남 예산군 신양면 불원귀곡길 108,,,,25,0,0,0,0,0,0,0,0,0,0,0,14,11,0,2018-06-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설",산책로,13,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",텐트,가능
1651,해금강호텔 야영장,민간,경상남도,거제시,경상남도 거제시 남부면 갈곶리 78-3 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-26,,"전기,놀이터",,0,0,0,0,,,불가능
1652,해담마을 야영장,국립공원,강원도,양양군,강원도 양양군 서면 구룡령로 2110-39 ,33,673,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-27,,,,0,0,0,0,,,불가능
1653,행복나드리 캠핑장,민간,강원도,양양군,강원도 양양군 현남면 동해대로 958 ,1833,9306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-03,개별,,,0,0,0,0,,,불가능
1654,헬로 카라반,민간,인천광역시,강화군,인천 강화군 삼산면 매음리 897번지,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-09,,,,0,0,0,0,,,불가능
1655,홀스킹덤 글램핑,민간,경기도,포천시,경기도 포천시 내촌면 소리개길 108-13,31,534,3090,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-04,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설","산책로,운동장,강/물놀이",12,0,0,10,"액티비티,봄꽃여행,걷기길",,불가능
1656,화성시 향남 오토캠핑장,지자체,경기도,화성시,경기도 화성시 향남읍 도이2길 113-26,31,8059,4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-23,개별,,,0,0,0,0,,,불가능
1657,황금박쥐캠핑장,민간,강원도,춘천시,강원 춘천시 남산면 홍천강변길 476,,,,30,0,0,0,0,0,8,7,10,9,5,10,15,5,10,2016-06-10,개별,"전기,장작판매,온수,놀이터,운동시설","낚시,어린이놀이시설",15,0,0,0,"수상레저,스키,낚시,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
1658,황방농원 캠핑장,민간,경기도,양주시,경기도 양주시 남면 양연로 173번길 49,,,,26,0,0,0,0,0,8,0,0,6,0,0,26,0,0,2018-02-05,개별,"전기,온수",낚시,5,0,0,0,낚시,,불가능
1659,휴일엔캠핑,민간,경상남도,거창군,경남 거창군 북상면 병곡길 187번지,,,,11,0,0,0,0,0,0,0,5,0,0,7,0,0,9,2018-05-29,개별,"전기,무선인터넷,장작판매,온수,물놀이장","계곡 물놀이,산책로,낚시,강/물놀이",6,0,0,0,"낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",화로대,가능
1660,힐링아일랜드 글램핑,민간,경상남도,남해군,경남 남해군 삼동면 지족리 1149-2번지,55,864,3400,5,0,17,0,0,0,5,0,0,7,0,0,5,0,0,2018-02-09,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,수상레저,낚시,해수욕,강/물놀이,청소년체험시설,농어촌체험시설",26,0,2,20,"일몰명소,수상레저,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",화로대,가능(소형견)
1661,낙조힐링캠핑장,민간,인천광역시,강화군,인천시 강화군 화도면 장화리 511-1,1833,9306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-30,개별,,,0,0,0,0,,,불가능
1662,가평더스카이글램핑앤카라반,민간,경기도,가평군,경기 가평군 설악면 한서로 543-31,1688,8614,,1,0,21,0,0,0,5,0,0,6,0,0,21,0,0,2016-05-31,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트_편의점","산책로,어린이놀이시설",2,0,0,4,"일출명소,수상레저,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1663,파이브이모션,민간,경기도,가평군,경기 가평군 설악면 자잠로282번길 72-95,,,,0,44,0,0,0,0,0,0,0,0,0,0,39,0,5,2020-11-01,개별,"전기,무선인터넷,장작판매,물놀이장,놀이터,운동시설","수상레저,강/물놀이,어린이놀이시설",44,0,0,25,"수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
1664,캠핑엔비치,,강원도,고성군,강원도 고성군 토성면 중앙로 646 ,33,631,7601,0,30,0,0,0,0,3,0,0,4,0,0,24,0,0,2015-12-11,개별,"전기,장작판매,놀이터,마트_편의점","해수욕,어린이놀이시설",36,0,0,0,"일출명소,수상레저,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
1665,(주)포세이돈,민간,경기도,가평군,경기 가평군 청평면 고재길 262-101,2,334,8787,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,2016-01-27,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","산책로,운동장,수상레저,강/물놀이",19,2,0,19,"일출명소,일몰명소,수상레저,낚시,액티비티,여름물놀이,가을단풍명소",화로대,불가능
1666,914 해변 캠핑장,민간,전라북도,고창군,전북 고창군 상하면 진암구시포로 539-18,63,564,6096,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,2016-03-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","산책로,수상레저,낚시,해수욕",8,0,1,0,"일몰명소,수상레저,낚시,여름물놀이,걷기길",,불가능
1667,휴레스트 글램핑앤카라반,민간,경기도,포천시,경기 포천시 이동면 화동로 2440-34,70,7719,6894,2,0,7,16,0,0,0,0,0,0,0,0,0,0,0,2016-07-04,개별,"전기,장작판매,온수,물놀이장,마트_편의점","계곡 물놀이,산책로,낚시,강/물놀이",26,2,2,24,"여름물놀이,가을단풍명소",화로대,불가능
1668,가마미야영장,지자체,전라남도,영광군,전남 영광군 홍농읍 계마길 120,61,350,5413,26,0,0,10,0,0,0,0,0,0,0,0,26,0,0,2017-08-10,,"전기,운동시설","낚시,해수욕,강/물놀이",10,0,0,10,"일몰명소,낚시,봄꽃여행,여름물놀이",,가능(소형견)
1669,가족소풍캠핑장,민간,전라남도,담양군,전남 담양군 용면 용소길 6,61,383,4811,42,0,0,6,0,0,0,0,0,0,0,0,18,18,6,2017-11-17,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","계곡 물놀이,산책로,운동장,낚시,수영장,청소년체험시설,어린이놀이시설",30,0,0,0,"일출명소,일몰명소,수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,침낭",가능(소형견)
1670,가평 물골숲 계곡 캠핑장,민간,경기도,가평군,경기 가평군 상면 물골길 120,,,,25,0,0,0,0,0,0,0,0,0,0,0,7,8,8,2015-06-16,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트_편의점","계곡 물놀이,산책로,강/물놀이,어린이놀이시설",8,3,9,0,"봄꽃여행,여름물놀이,가을단풍명소","릴선,화로대",불가능
1671,가평 오렌지캠프,민간,경기도,가평군,경기 가평군 북면 멱골로272번길 7,,,,22,7,22,0,0,0,0,0,0,0,0,0,22,7,0,2016-05-04,공동취사장,"전기,무선인터넷,온수,물놀이장,운동시설",,20,0,0,20,"낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1672,가평썬 캠핑,민간,경기도,가평군,경기 가평군 상면 청군로 1579-14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-20,,"전기,장작판매,온수,물놀이장,운동시설",,0,0,0,0,,,불가능
1673,가평카라반캠핑농원,민간,경기도,가평군,경기 가평군 가평읍 문화로 291-25,31,581,1288,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,2015-08-07,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,산책로,낚시,어린이놀이시설",9,1,1,9,,화로대,불가능
1674,개울가오토캠핑장,민간,경기도,가평군,경기 가평군 설악면 유명로 654-58,31,584,7958,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,2017-08-02,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,낚시,어린이놀이시설",12,2,3,0,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",불가능
1675,계곡풍경캠핑장,민간,경기도,가평군,경기 가평군 북면 가화로 2389-38,,,,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,2016-07-11,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","계곡 물놀이,운동장,낚시,어린이놀이시설",8,0,0,0,"낚시,봄꽃여행,여름물놀이,가을단풍명소",화로대,불가능
1676,곤달비캠프,민간,경상북도,경주시,경북 경주시 산내면 하신길 58-31,,,,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2018-08-03,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,어린이놀이시설",25,2,0,0,"여름물놀이,가을단풍명소","릴선,화로대,난방기구,식기",가능
1677,나인힐스,민간,경기도,용인시,경기 용인시 처인구 원삼면 보개원삼로1372번길 41,507,1344,8823,80,0,8,1,0,0,8,0,0,9,0,0,80,1,8,2015-07-24,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,강/물놀이,농어촌체험시설",40,10,10,1,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1678,국립유명산자연휴양림(일반),자연휴양림,경기도,가평군,경기 가평군 설악면 유명산길 79-53,31,589,5487,83,0,0,0,0,0,0,0,0,0,0,0,83,0,0,2015-05-22,개별,"전기,온수,놀이터",계곡 물놀이,83,0,0,0,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1679,궁지골 농원,민간,전라남도,영광군,전남 영광군 묘량면 밀재로7길 140,61,351,3592,20,0,0,0,0,0,0,0,0,0,0,0,15,5,0,2016-08-16,개별,"전기,온수,물놀이장,놀이터,산책로,운동장","계곡 물놀이,산책로,운동장,낚시,수영장",12,1,1,0,"일몰명소,낚시,봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
1680,금다래캠핑장,민간,경기도,가평군,경기 가평군 북면 화악산로 1087-24,,,,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2016-07-19,개별,"전기,온수,운동시설","계곡 물놀이,낚시,어린이놀이시설",6,0,0,0,"일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소","릴선,화로대",불가능
1681,꽃내라팜,민간,강원도,고성군,강원도 고성군 간성읍 꽃내마루길 75 ,33,681,700,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2016-11-09,개별,"전기,온수",계곡 물놀이,2,0,0,0,,,불가능
1682,내소힐링캠프,민간,전라북도,부안군,전북특별자치도 부안군 석포리 314-3,,,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점",산책로,48,1,0,3,"낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",가능(소형견)
1683,네스트캠핑,민간,경기도,가평군,경기 가평군 북면 화악산로 943-50,,,,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-28,개별,"전기,장작판매,온수,산책로,마트_편의점","계곡 물놀이,산책로",30,8,8,0,,"릴선,화로대",가능(소형견)
